TICKET,MAIN,SUB,DEEP
case_416,main_9,sub_7,deep_12
case_642,main_9,sub_7,deep_12
case_607,main_9,sub_7,deep_12
case_87,main_9,sub_7,deep_12
case_745,main_9,sub_7,deep_12
case_105,main_9,sub_7,deep_12
case_633,main_9,sub_7,deep_12
case_495,main_9,sub_7,deep_12
case_564,main_9,sub_7,deep_12
case_26,main_9,sub_7,deep_12
case_243,main_9,sub_7,deep_12
case_164,main_9,sub_7,deep_12
case_375,main_9,sub_7,deep_12
case_560,main_9,sub_7,deep_12
case_234,main_9,sub_7,deep_12
case_189,main_9,sub_7,deep_13
case_652,main_9,sub_7,deep_13
case_480,main_9,sub_7,deep_13
case_296,main_9,sub_7,deep_13
case_608,main_9,sub_7,deep_13
case_55,main_9,sub_7,deep_13
case_442,main_9,sub_7,deep_13
case_746,main_9,sub_7,deep_13
case_455,main_9,sub_7,deep_13
case_418,main_9,sub_7,deep_13
case_515,main_9,sub_7,deep_13
case_337,main_9,sub_7,deep_13
case_370,main_9,sub_7,deep_13
case_161,main_9,sub_7,deep_13
case_303,main_9,sub_7,deep_14
case_95,main_9,sub_7,deep_14
case_646,main_9,sub_7,deep_15
case_516,main_9,sub_7,deep_15
case_666,main_9,sub_7,deep_15
case_97,main_9,sub_7,deep_15
case_631,main_9,sub_7,deep_15
case_215,main_9,sub_7,deep_15
case_24,main_9,sub_7,deep_15
case_219,main_9,sub_7,deep_15
case_716,main_9,sub_7,deep_15
case_34,main_9,sub_7,deep_15
case_766,main_9,sub_7,deep_15
case_675,main_9,sub_7,deep_15
case_422,main_9,sub_7,deep_16
case_202,main_9,sub_7,deep_16
case_566,main_9,sub_7,deep_16
case_525,main_9,sub_7,deep_16
case_138,main_9,sub_7,deep_16
case_260,main_9,sub_7,deep_16
case_411,main_9,sub_7,deep_17
case_338,main_9,sub_7,deep_17
case_277,main_9,sub_7,deep_17
case_424,main_9,sub_7,deep_17
case_728,main_9,sub_7,deep_17
case_79,main_9,sub_7,deep_17
case_589,main_9,sub_7,deep_17
case_85,main_9,sub_7,deep_17
case_643,main_9,sub_7,deep_17
case_480,main_9,sub_7,deep_17
case_174,main_9,sub_7,deep_18
case_234,main_9,sub_7,deep_18
case_320,main_9,sub_7,deep_18
case_272,main_9,sub_7,deep_18
case_587,main_9,sub_7,deep_18
case_719,main_9,sub_7,deep_18
case_285,main_9,sub_7,deep_18
case_763,main_9,sub_7,deep_18
case_179,main_9,sub_7,deep_18
case_240,main_9,sub_7,deep_18
case_437,main_9,sub_7,deep_18
case_607,main_9,sub_7,deep_18
case_516,main_9,sub_7,deep_19
case_454,main_9,sub_7,deep_19
case_695,main_9,sub_7,deep_20
case_253,main_9,sub_7,deep_20
case_172,main_9,sub_7,deep_20
case_420,main_9,sub_7,deep_20
case_255,main_9,sub_7,deep_21
case_411,main_9,sub_7,deep_21
case_717,main_9,sub_7,deep_22
case_649,main_9,sub_7,deep_22
case_475,main_9,sub_7,deep_22
case_405,main_9,sub_7,deep_22
case_527,main_9,sub_7,deep_22
case_221,main_9,sub_7,deep_22
case_132,main_9,sub_7,deep_22
case_148,main_9,sub_7,deep_22
case_156,main_9,sub_7,deep_22
case_617,main_9,sub_7,deep_22
case_700,main_9,sub_7,deep_22
case_77,main_9,sub_7,deep_22
case_509,main_9,sub_7,deep_22
case_706,main_9,sub_7,deep_22
case_529,main_9,sub_7,deep_22
case_742,main_9,sub_7,deep_22
case_541,main_9,sub_7,deep_22
case_484,main_9,sub_7,deep_22
case_421,main_9,sub_7,deep_23
case_381,main_9,sub_7,deep_23
case_410,main_9,sub_7,deep_23
case_488,main_9,sub_7,deep_23
case_303,main_9,sub_7,deep_23
case_448,main_9,sub_7,deep_23
case_36,main_9,sub_7,deep_23
case_401,main_9,sub_7,deep_23
case_446,main_9,sub_7,deep_23
case_33,main_9,sub_7,deep_23
case_149,main_9,sub_7,deep_23
case_597,main_9,sub_7,deep_23
case_724,main_9,sub_7,deep_23
case_544,main_9,sub_7,deep_23
case_480,main_9,sub_7,deep_23
case_709,main_9,sub_7,deep_23
case_35,main_9,sub_7,deep_24
case_536,main_9,sub_7,deep_24
case_19,main_9,sub_7,deep_25
case_40,main_9,sub_7,deep_25
case_111,main_9,sub_7,deep_25
case_613,main_9,sub_7,deep_25
case_270,main_9,sub_7,deep_26
case_692,main_9,sub_7,deep_26
case_475,main_9,sub_7,deep_26
case_214,main_9,sub_7,deep_26
case_592,main_9,sub_7,deep_26
case_627,main_9,sub_7,deep_26
case_534,main_9,sub_7,deep_26
case_567,main_9,sub_7,deep_26
case_199,main_9,sub_7,deep_26
case_776,main_9,sub_7,deep_26
case_35,main_9,sub_7,deep_26
case_709,main_9,sub_7,deep_26
case_338,main_9,sub_7,deep_26
case_43,main_9,sub_7,deep_26
case_377,main_9,sub_7,deep_27
case_10,main_9,sub_7,deep_27
case_245,main_9,sub_7,deep_27
case_144,main_9,sub_7,deep_27
case_115,main_9,sub_7,deep_28
case_78,main_9,sub_7,deep_28
case_720,main_9,sub_7,deep_28
case_514,main_9,sub_7,deep_28
case_499,main_9,sub_7,deep_28
case_547,main_9,sub_7,deep_28
case_394,main_9,sub_7,deep_29
case_370,main_9,sub_7,deep_29
case_369,main_9,sub_7,deep_29
case_324,main_9,sub_7,deep_29
case_112,main_9,sub_7,deep_29
case_646,main_9,sub_7,deep_29
case_723,main_9,sub_7,deep_29
case_248,main_9,sub_7,deep_29
case_240,main_9,sub_7,deep_29
case_251,main_9,sub_7,deep_29
case_471,main_9,sub_7,deep_29
case_606,main_9,sub_7,deep_29
case_656,main_9,sub_7,deep_29
case_210,main_9,sub_7,deep_29
case_358,main_9,sub_8,deep_0
case_11,main_9,sub_8,deep_0
case_712,main_9,sub_8,deep_0
case_39,main_9,sub_8,deep_0
case_637,main_9,sub_8,deep_0
case_670,main_9,sub_8,deep_0
case_146,main_9,sub_8,deep_0
case_285,main_9,sub_8,deep_0
case_498,main_9,sub_8,deep_0
case_571,main_9,sub_8,deep_0
case_765,main_9,sub_8,deep_1
case_192,main_9,sub_8,deep_1
case_273,main_9,sub_8,deep_2
case_314,main_9,sub_8,deep_2
case_543,main_9,sub_8,deep_2
case_655,main_9,sub_8,deep_2
case_775,main_9,sub_8,deep_2
case_133,main_9,sub_8,deep_2
case_572,main_9,sub_8,deep_3
case_358,main_9,sub_8,deep_3
case_552,main_9,sub_8,deep_3
case_304,main_9,sub_8,deep_3
case_53,main_9,sub_8,deep_3
case_508,main_9,sub_8,deep_3
case_458,main_9,sub_8,deep_3
case_581,main_9,sub_8,deep_3
case_76,main_9,sub_8,deep_3
case_687,main_9,sub_8,deep_3
case_195,main_9,sub_8,deep_3
case_282,main_9,sub_8,deep_3
case_31,main_9,sub_8,deep_3
case_219,main_9,sub_8,deep_3
case_313,main_9,sub_8,deep_3
case_503,main_9,sub_8,deep_3
case_500,main_9,sub_8,deep_4
case_630,main_9,sub_8,deep_4
case_758,main_9,sub_8,deep_4
case_634,main_9,sub_8,deep_4
case_440,main_9,sub_8,deep_4
case_241,main_9,sub_8,deep_4
case_124,main_9,sub_8,deep_5
case_403,main_9,sub_8,deep_5
case_533,main_9,sub_8,deep_5
case_489,main_9,sub_8,deep_5
case_165,main_9,sub_8,deep_5
case_381,main_9,sub_8,deep_5
case_252,main_9,sub_8,deep_6
case_686,main_9,sub_8,deep_6
case_621,main_9,sub_8,deep_6
case_295,main_9,sub_8,deep_6
case_321,main_9,sub_8,deep_7
case_295,main_9,sub_8,deep_7
case_306,main_9,sub_8,deep_8
case_457,main_9,sub_8,deep_8
case_115,main_9,sub_8,deep_8
case_534,main_9,sub_8,deep_8
case_245,main_9,sub_8,deep_8
case_275,main_9,sub_8,deep_8
case_470,main_9,sub_8,deep_8
case_725,main_9,sub_8,deep_8
case_312,main_9,sub_8,deep_8
case_364,main_9,sub_8,deep_8
case_139,main_9,sub_8,deep_8
case_515,main_9,sub_8,deep_8
case_522,main_9,sub_8,deep_8
case_737,main_9,sub_8,deep_8
case_276,main_9,sub_8,deep_8
case_258,main_9,sub_8,deep_8
case_162,main_9,sub_8,deep_9
case_63,main_9,sub_8,deep_9
case_562,main_9,sub_8,deep_9
case_324,main_9,sub_8,deep_9
case_767,main_9,sub_8,deep_9
case_411,main_9,sub_8,deep_9
case_305,main_9,sub_8,deep_9
case_403,main_9,sub_8,deep_9
case_410,main_9,sub_8,deep_9
case_300,main_9,sub_8,deep_9
case_742,main_9,sub_8,deep_10
case_54,main_9,sub_8,deep_10
case_465,main_9,sub_8,deep_10
case_516,main_9,sub_8,deep_10
case_254,main_9,sub_8,deep_10
case_664,main_9,sub_8,deep_10
case_168,main_9,sub_8,deep_10
case_46,main_9,sub_8,deep_10
case_232,main_9,sub_8,deep_10
case_247,main_9,sub_8,deep_10
case_69,main_9,sub_8,deep_11
case_152,main_9,sub_8,deep_11
case_419,main_9,sub_8,deep_11
case_191,main_9,sub_8,deep_11
case_526,main_9,sub_8,deep_11
case_449,main_9,sub_8,deep_11
case_282,main_9,sub_8,deep_11
case_383,main_9,sub_8,deep_11
case_731,main_9,sub_8,deep_11
case_776,main_9,sub_8,deep_11
case_642,main_9,sub_8,deep_12
case_591,main_9,sub_8,deep_12
case_180,main_9,sub_8,deep_12
case_517,main_9,sub_8,deep_12
case_444,main_9,sub_8,deep_12
case_338,main_9,sub_8,deep_12
case_77,main_9,sub_8,deep_12
case_570,main_9,sub_8,deep_12
case_454,main_9,sub_8,deep_12
case_262,main_9,sub_8,deep_12
case_694,main_9,sub_8,deep_12
case_453,main_9,sub_8,deep_12
case_438,main_9,sub_8,deep_12
case_306,main_9,sub_8,deep_12
case_539,main_9,sub_8,deep_12
case_468,main_9,sub_8,deep_12
case_755,main_9,sub_8,deep_12
case_765,main_9,sub_8,deep_12
case_54,main_9,sub_8,deep_13
case_496,main_9,sub_8,deep_13
case_394,main_9,sub_8,deep_13
case_342,main_9,sub_8,deep_13
case_601,main_9,sub_8,deep_13
case_591,main_9,sub_8,deep_13
case_267,main_9,sub_8,deep_13
case_615,main_9,sub_8,deep_13
case_635,main_9,sub_8,deep_13
case_296,main_9,sub_8,deep_13
case_406,main_9,sub_8,deep_13
case_433,main_9,sub_8,deep_13
case_531,main_9,sub_8,deep_13
case_666,main_9,sub_8,deep_13
case_369,main_9,sub_8,deep_14
case_711,main_9,sub_8,deep_14
case_495,main_9,sub_8,deep_14
case_439,main_9,sub_8,deep_14
case_199,main_9,sub_8,deep_14
case_395,main_9,sub_8,deep_14
case_289,main_9,sub_8,deep_14
case_38,main_9,sub_8,deep_14
case_619,main_9,sub_8,deep_14
case_683,main_9,sub_8,deep_14
case_720,main_9,sub_8,deep_15
case_202,main_9,sub_8,deep_15
case_226,main_9,sub_8,deep_15
case_450,main_9,sub_8,deep_15
case_750,main_9,sub_8,deep_15
case_530,main_9,sub_8,deep_15
case_764,main_9,sub_8,deep_15
case_387,main_9,sub_8,deep_15
case_245,main_9,sub_8,deep_15
case_469,main_9,sub_8,deep_15
case_162,main_9,sub_8,deep_15
case_175,main_9,sub_8,deep_15
case_618,main_9,sub_8,deep_15
case_278,main_9,sub_8,deep_15
case_400,main_9,sub_8,deep_16
case_491,main_9,sub_8,deep_16
case_362,main_9,sub_8,deep_16
case_435,main_9,sub_8,deep_16
case_462,main_9,sub_8,deep_16
case_358,main_9,sub_8,deep_16
case_459,main_9,sub_8,deep_16
case_671,main_9,sub_8,deep_16
case_333,main_9,sub_8,deep_16
case_704,main_9,sub_8,deep_16
case_355,main_9,sub_8,deep_16
case_288,main_9,sub_8,deep_16
case_727,main_9,sub_8,deep_16
case_224,main_9,sub_8,deep_16
case_117,main_9,sub_8,deep_17
case_148,main_9,sub_8,deep_17
case_5,main_9,sub_8,deep_17
case_573,main_9,sub_8,deep_17
case_689,main_9,sub_8,deep_17
case_381,main_9,sub_8,deep_17
case_391,main_9,sub_8,deep_17
case_335,main_9,sub_8,deep_17
case_266,main_9,sub_8,deep_17
case_684,main_9,sub_8,deep_17
case_777,main_9,sub_8,deep_17
case_330,main_9,sub_8,deep_17
case_515,main_9,sub_8,deep_17
case_162,main_9,sub_8,deep_17
case_381,main_9,sub_8,deep_17
case_654,main_9,sub_8,deep_17
case_712,main_9,sub_8,deep_18
case_328,main_9,sub_8,deep_18
case_308,main_9,sub_8,deep_18
case_198,main_9,sub_8,deep_18
case_277,main_9,sub_8,deep_18
case_152,main_9,sub_8,deep_18
case_349,main_9,sub_8,deep_18
case_757,main_9,sub_8,deep_18
case_365,main_9,sub_8,deep_18
case_398,main_9,sub_8,deep_18
case_330,main_9,sub_8,deep_18
case_215,main_9,sub_8,deep_18
case_56,main_9,sub_8,deep_18
case_77,main_9,sub_8,deep_18
case_693,main_9,sub_8,deep_18
case_579,main_9,sub_8,deep_18
case_615,main_9,sub_8,deep_19
case_591,main_9,sub_8,deep_19
case_615,main_9,sub_8,deep_20
case_592,main_9,sub_8,deep_20
case_37,main_9,sub_8,deep_20
case_529,main_9,sub_8,deep_20
case_764,main_9,sub_8,deep_20
case_59,main_9,sub_8,deep_20
case_547,main_9,sub_8,deep_20
case_126,main_9,sub_8,deep_20
case_229,main_9,sub_8,deep_20
case_711,main_9,sub_8,deep_20
case_412,main_9,sub_8,deep_21
case_633,main_9,sub_8,deep_21
case_50,main_9,sub_8,deep_21
case_619,main_9,sub_8,deep_21
case_163,main_9,sub_8,deep_21
case_71,main_9,sub_8,deep_21
case_13,main_9,sub_8,deep_21
case_9,main_9,sub_8,deep_21
case_149,main_9,sub_8,deep_21
case_193,main_9,sub_8,deep_21
case_488,main_9,sub_8,deep_22
case_299,main_9,sub_8,deep_22
case_662,main_9,sub_8,deep_22
case_105,main_9,sub_8,deep_22
case_372,main_9,sub_8,deep_22
case_162,main_9,sub_8,deep_22
case_486,main_9,sub_8,deep_22
case_665,main_9,sub_8,deep_22
case_597,main_9,sub_8,deep_22
case_644,main_9,sub_8,deep_22
case_199,main_9,sub_8,deep_23
case_385,main_9,sub_8,deep_23
case_340,main_9,sub_8,deep_23
case_42,main_9,sub_8,deep_23
case_260,main_9,sub_8,deep_24
case_285,main_9,sub_8,deep_24
case_432,main_9,sub_8,deep_24
case_361,main_9,sub_8,deep_24
case_397,main_9,sub_8,deep_24
case_432,main_9,sub_8,deep_24
case_158,main_9,sub_8,deep_24
case_474,main_9,sub_8,deep_24
case_535,main_9,sub_8,deep_25
case_544,main_9,sub_8,deep_25
case_128,main_9,sub_8,deep_25
case_241,main_9,sub_8,deep_25
case_130,main_9,sub_8,deep_26
case_442,main_9,sub_8,deep_26
case_569,main_9,sub_8,deep_26
case_567,main_9,sub_8,deep_26
case_131,main_9,sub_8,deep_26
case_53,main_9,sub_8,deep_26
case_251,main_9,sub_8,deep_26
case_39,main_9,sub_8,deep_26
case_80,main_9,sub_8,deep_26
case_177,main_9,sub_8,deep_26
case_732,main_9,sub_8,deep_27
case_426,main_9,sub_8,deep_27
case_446,main_9,sub_8,deep_27
case_280,main_9,sub_8,deep_27
case_704,main_9,sub_8,deep_27
case_88,main_9,sub_8,deep_27
case_228,main_9,sub_8,deep_27
case_475,main_9,sub_8,deep_27
case_566,main_9,sub_8,deep_27
case_431,main_9,sub_8,deep_27
case_194,main_9,sub_8,deep_27
case_443,main_9,sub_8,deep_27
case_591,main_9,sub_8,deep_27
case_39,main_9,sub_8,deep_27
case_478,main_9,sub_8,deep_27
case_195,main_9,sub_8,deep_27
case_169,main_9,sub_8,deep_28
case_61,main_9,sub_8,deep_28
case_113,main_9,sub_8,deep_28
case_356,main_9,sub_8,deep_28
case_723,main_9,sub_8,deep_28
case_654,main_9,sub_8,deep_28
case_767,main_9,sub_8,deep_29
case_396,main_9,sub_8,deep_29
case_53,main_9,sub_8,deep_29
case_455,main_9,sub_8,deep_29
case_540,main_9,sub_8,deep_29
case_710,main_9,sub_8,deep_29
case_312,main_9,sub_8,deep_29
case_467,main_9,sub_8,deep_29
case_377,main_9,sub_8,deep_29
case_373,main_9,sub_8,deep_29
case_364,main_9,sub_8,deep_29
case_31,main_9,sub_8,deep_29
case_105,main_9,sub_8,deep_29
case_391,main_9,sub_8,deep_29
case_528,main_9,sub_8,deep_29
case_515,main_9,sub_8,deep_29
case_227,main_9,sub_9,deep_0
case_675,main_9,sub_9,deep_0
case_61,main_9,sub_9,deep_0
case_655,main_9,sub_9,deep_0
case_444,main_9,sub_9,deep_0
case_186,main_9,sub_9,deep_0
case_443,main_9,sub_9,deep_0
case_539,main_9,sub_9,deep_0
case_294,main_9,sub_9,deep_0
case_638,main_9,sub_9,deep_0
case_464,main_9,sub_9,deep_0
case_182,main_9,sub_9,deep_0
case_206,main_9,sub_9,deep_0
case_540,main_9,sub_9,deep_0
case_435,main_9,sub_9,deep_1
case_397,main_9,sub_9,deep_1
case_207,main_9,sub_9,deep_1
case_518,main_9,sub_9,deep_1
case_680,main_9,sub_9,deep_1
case_436,main_9,sub_9,deep_1
case_213,main_9,sub_9,deep_2
case_462,main_9,sub_9,deep_2
case_484,main_9,sub_9,deep_2
case_582,main_9,sub_9,deep_2
case_314,main_9,sub_9,deep_2
case_479,main_9,sub_9,deep_2
case_138,main_9,sub_9,deep_2
case_140,main_9,sub_9,deep_2
case_494,main_9,sub_9,deep_2
case_429,main_9,sub_9,deep_2
case_4,main_9,sub_9,deep_2
case_514,main_9,sub_9,deep_2
case_525,main_9,sub_9,deep_2
case_237,main_9,sub_9,deep_2
case_183,main_9,sub_9,deep_2
case_645,main_9,sub_9,deep_2
case_19,main_9,sub_9,deep_3
case_659,main_9,sub_9,deep_3
case_707,main_9,sub_9,deep_3
case_712,main_9,sub_9,deep_3
case_531,main_9,sub_9,deep_3
case_429,main_9,sub_9,deep_3
case_76,main_9,sub_9,deep_3
case_619,main_9,sub_9,deep_3
case_73,main_9,sub_9,deep_3
case_29,main_9,sub_9,deep_3
case_92,main_9,sub_9,deep_4
case_190,main_9,sub_9,deep_4
case_122,main_9,sub_9,deep_4
case_177,main_9,sub_9,deep_4
case_531,main_9,sub_9,deep_4
case_713,main_9,sub_9,deep_4
case_226,main_9,sub_9,deep_4
case_725,main_9,sub_9,deep_4
case_752,main_9,sub_9,deep_4
case_193,main_9,sub_9,deep_4
case_324,main_9,sub_9,deep_4
case_712,main_9,sub_9,deep_4
case_271,main_9,sub_9,deep_5
case_754,main_9,sub_9,deep_5
case_51,main_9,sub_9,deep_6
case_285,main_9,sub_9,deep_6
case_406,main_9,sub_9,deep_6
case_476,main_9,sub_9,deep_6
case_611,main_9,sub_9,deep_6
case_223,main_9,sub_9,deep_6
case_320,main_9,sub_9,deep_6
case_540,main_9,sub_9,deep_6
case_669,main_9,sub_9,deep_6
case_775,main_9,sub_9,deep_6
case_303,main_9,sub_9,deep_6
case_250,main_9,sub_9,deep_6
case_432,main_9,sub_9,deep_7
case_589,main_9,sub_9,deep_7
case_466,main_9,sub_9,deep_7
case_737,main_9,sub_9,deep_7
case_587,main_9,sub_9,deep_7
case_221,main_9,sub_9,deep_7
case_736,main_9,sub_9,deep_7
case_205,main_9,sub_9,deep_7
case_461,main_9,sub_9,deep_7
case_369,main_9,sub_9,deep_7
case_571,main_9,sub_9,deep_7
case_521,main_9,sub_9,deep_7
case_205,main_9,sub_9,deep_7
case_371,main_9,sub_9,deep_7
case_514,main_9,sub_9,deep_8
case_558,main_9,sub_9,deep_8
case_2,main_9,sub_9,deep_8
case_460,main_9,sub_9,deep_8
case_192,main_9,sub_9,deep_8
case_575,main_9,sub_9,deep_8
case_110,main_9,sub_9,deep_8
case_176,main_9,sub_9,deep_8
case_505,main_9,sub_9,deep_8
case_194,main_9,sub_9,deep_8
case_675,main_9,sub_9,deep_8
case_46,main_9,sub_9,deep_8
case_123,main_9,sub_9,deep_8
case_270,main_9,sub_9,deep_8
case_508,main_9,sub_9,deep_9
case_449,main_9,sub_9,deep_9
case_201,main_9,sub_9,deep_9
case_277,main_9,sub_9,deep_9
case_474,main_9,sub_9,deep_9
case_698,main_9,sub_9,deep_9
case_346,main_9,sub_9,deep_9
case_218,main_9,sub_9,deep_9
case_517,main_9,sub_9,deep_9
case_342,main_9,sub_9,deep_9
case_633,main_9,sub_9,deep_9
case_430,main_9,sub_9,deep_9
case_155,main_9,sub_9,deep_10
case_264,main_9,sub_9,deep_10
case_171,main_9,sub_9,deep_10
case_602,main_9,sub_9,deep_10
case_317,main_9,sub_9,deep_10
case_464,main_9,sub_9,deep_10
case_530,main_9,sub_9,deep_10
case_481,main_9,sub_9,deep_10
case_599,main_9,sub_9,deep_10
case_650,main_9,sub_9,deep_10
case_462,main_9,sub_9,deep_11
case_481,main_9,sub_9,deep_11
case_608,main_9,sub_9,deep_12
case_443,main_9,sub_9,deep_12
case_244,main_9,sub_9,deep_12
case_108,main_9,sub_9,deep_12
case_450,main_9,sub_9,deep_12
case_614,main_9,sub_9,deep_12
case_171,main_9,sub_9,deep_13
case_559,main_9,sub_9,deep_13
case_599,main_9,sub_9,deep_13
case_357,main_9,sub_9,deep_13
case_499,main_9,sub_9,deep_13
case_64,main_9,sub_9,deep_13
case_32,main_9,sub_9,deep_13
case_709,main_9,sub_9,deep_13
case_127,main_9,sub_9,deep_13
case_361,main_9,sub_9,deep_13
case_363,main_9,sub_9,deep_13
case_149,main_9,sub_9,deep_13
case_648,main_9,sub_9,deep_13
case_269,main_9,sub_9,deep_13
case_228,main_9,sub_9,deep_13
case_718,main_9,sub_9,deep_13
case_338,main_9,sub_9,deep_13
case_354,main_9,sub_9,deep_13
case_162,main_9,sub_9,deep_14
case_284,main_9,sub_9,deep_14
case_346,main_9,sub_9,deep_14
case_261,main_9,sub_9,deep_14
case_766,main_9,sub_9,deep_14
case_522,main_9,sub_9,deep_14
case_663,main_9,sub_9,deep_14
case_668,main_9,sub_9,deep_14
case_591,main_9,sub_9,deep_14
case_753,main_9,sub_9,deep_14
case_426,main_9,sub_9,deep_14
case_347,main_9,sub_9,deep_14
case_474,main_9,sub_9,deep_14
case_427,main_9,sub_9,deep_14
case_169,main_9,sub_9,deep_14
case_172,main_9,sub_9,deep_14
case_627,main_9,sub_9,deep_15
case_377,main_9,sub_9,deep_15
case_92,main_9,sub_9,deep_15
case_534,main_9,sub_9,deep_15
case_407,main_9,sub_9,deep_15
case_70,main_9,sub_9,deep_15
case_360,main_9,sub_9,deep_15
case_623,main_9,sub_9,deep_15
case_402,main_9,sub_9,deep_15
case_261,main_9,sub_9,deep_15
case_342,main_9,sub_9,deep_15
case_725,main_9,sub_9,deep_15
case_90,main_9,sub_9,deep_15
case_686,main_9,sub_9,deep_15
case_273,main_9,sub_9,deep_15
case_609,main_9,sub_9,deep_15
case_11,main_9,sub_9,deep_16
case_95,main_9,sub_9,deep_16
case_277,main_9,sub_9,deep_16
case_338,main_9,sub_9,deep_16
case_688,main_9,sub_9,deep_16
case_286,main_9,sub_9,deep_16
case_495,main_9,sub_9,deep_16
case_536,main_9,sub_9,deep_16
case_616,main_9,sub_9,deep_16
case_637,main_9,sub_9,deep_16
case_116,main_9,sub_9,deep_16
case_367,main_9,sub_9,deep_16
case_243,main_9,sub_9,deep_17
case_24,main_9,sub_9,deep_17
case_477,main_9,sub_9,deep_17
case_401,main_9,sub_9,deep_17
case_147,main_9,sub_9,deep_17
case_68,main_9,sub_9,deep_17
case_223,main_9,sub_9,deep_17
case_293,main_9,sub_9,deep_17
case_164,main_9,sub_9,deep_17
case_405,main_9,sub_9,deep_17
case_33,main_9,sub_9,deep_17
case_246,main_9,sub_9,deep_17
case_208,main_9,sub_9,deep_17
case_569,main_9,sub_9,deep_17
case_701,main_9,sub_9,deep_17
case_415,main_9,sub_9,deep_17
case_628,main_9,sub_9,deep_18
case_376,main_9,sub_9,deep_18
case_241,main_9,sub_9,deep_18
case_23,main_9,sub_9,deep_18
case_713,main_9,sub_9,deep_18
case_357,main_9,sub_9,deep_18
case_191,main_9,sub_9,deep_18
case_541,main_9,sub_9,deep_18
case_215,main_9,sub_9,deep_18
case_572,main_9,sub_9,deep_18
case_638,main_9,sub_9,deep_18
case_383,main_9,sub_9,deep_18
case_582,main_9,sub_9,deep_18
case_111,main_9,sub_9,deep_18
case_670,main_9,sub_9,deep_18
case_183,main_9,sub_9,deep_18
case_127,main_9,sub_9,deep_19
case_305,main_9,sub_9,deep_19
case_606,main_9,sub_9,deep_19
case_154,main_9,sub_9,deep_19
case_475,main_9,sub_9,deep_19
case_61,main_9,sub_9,deep_19
case_224,main_9,sub_9,deep_20
case_696,main_9,sub_9,deep_20
case_342,main_9,sub_9,deep_20
case_722,main_9,sub_9,deep_20
case_163,main_9,sub_9,deep_20
case_285,main_9,sub_9,deep_20
case_490,main_9,sub_9,deep_20
case_523,main_9,sub_9,deep_20
case_214,main_9,sub_9,deep_20
case_668,main_9,sub_9,deep_20
case_36,main_9,sub_9,deep_20
case_517,main_9,sub_9,deep_20
case_229,main_9,sub_9,deep_20
case_282,main_9,sub_9,deep_20
case_261,main_9,sub_9,deep_20
case_695,main_9,sub_9,deep_20
case_526,main_9,sub_9,deep_21
case_0,main_9,sub_9,deep_21
case_327,main_9,sub_9,deep_21
case_206,main_9,sub_9,deep_21
case_364,main_9,sub_9,deep_21
case_179,main_9,sub_9,deep_21
case_373,main_9,sub_9,deep_21
case_55,main_9,sub_9,deep_21
case_177,main_9,sub_9,deep_21
case_75,main_9,sub_9,deep_21
case_216,main_9,sub_9,deep_21
case_563,main_9,sub_9,deep_21
case_494,main_9,sub_9,deep_21
case_712,main_9,sub_9,deep_21
case_98,main_9,sub_9,deep_21
case_595,main_9,sub_9,deep_21
case_242,main_9,sub_9,deep_22
case_19,main_9,sub_9,deep_22
case_450,main_9,sub_9,deep_22
case_275,main_9,sub_9,deep_22
case_144,main_9,sub_9,deep_23
case_593,main_9,sub_9,deep_23
case_5,main_9,sub_9,deep_23
case_264,main_9,sub_9,deep_23
case_466,main_9,sub_9,deep_23
case_240,main_9,sub_9,deep_23
case_382,main_9,sub_9,deep_23
case_142,main_9,sub_9,deep_23
case_189,main_9,sub_9,deep_23
case_310,main_9,sub_9,deep_23
case_283,main_9,sub_9,deep_23
case_99,main_9,sub_9,deep_23
case_84,main_9,sub_9,deep_23
case_568,main_9,sub_9,deep_23
case_560,main_9,sub_9,deep_23
case_421,main_9,sub_9,deep_23
case_82,main_9,sub_9,deep_24
case_155,main_9,sub_9,deep_24
case_332,main_9,sub_9,deep_24
case_233,main_9,sub_9,deep_24
case_477,main_9,sub_9,deep_24
case_411,main_9,sub_9,deep_24
case_131,main_9,sub_9,deep_24
case_667,main_9,sub_9,deep_24
case_624,main_9,sub_9,deep_25
case_104,main_9,sub_9,deep_25
case_412,main_9,sub_9,deep_25
case_465,main_9,sub_9,deep_25
case_489,main_9,sub_9,deep_25
case_410,main_9,sub_9,deep_25
case_78,main_9,sub_9,deep_25
case_244,main_9,sub_9,deep_25
case_362,main_9,sub_9,deep_25
case_698,main_9,sub_9,deep_25
case_643,main_9,sub_9,deep_25
case_116,main_9,sub_9,deep_25
case_401,main_9,sub_9,deep_25
case_531,main_9,sub_9,deep_25
case_648,main_9,sub_9,deep_26
case_206,main_9,sub_9,deep_26
case_327,main_9,sub_9,deep_26
case_264,main_9,sub_9,deep_26
case_165,main_9,sub_9,deep_26
case_484,main_9,sub_9,deep_26
case_388,main_9,sub_9,deep_27
case_208,main_9,sub_9,deep_27
case_243,main_9,sub_9,deep_27
case_45,main_9,sub_9,deep_27
case_507,main_9,sub_9,deep_27
case_745,main_9,sub_9,deep_27
case_126,main_9,sub_9,deep_27
case_638,main_9,sub_9,deep_27
case_422,main_9,sub_9,deep_27
case_458,main_9,sub_9,deep_27
case_240,main_9,sub_9,deep_28
case_659,main_9,sub_9,deep_28
case_337,main_9,sub_9,deep_28
